Unnamed: 0,x_test,future
,[174 69 73 159 128 14 73 159 128 105 138 14 149 22 138 14 73 159 128 14 73 159 128 105 138 14 149 22 138 22 138 14],[ 22 138  14 137  34  61  34  61]
,"[128 136 123  50 103  17  13  46  60  50  17  80 103  50  17  80 152 136
  17  35 136 123  35 136 123  35 140 136 123   9 136 144]",[136 144 136 131 123  13  35 136]
,[128 136 123 50 103 17 13 46 60 50 17 80 103 50 17 80 152 136 17 35 136 123 35 136 123 35 140 136 123 9 136 144],[136 144 136 131 123  13  35 136]
,"[ 43 108 159 131  43 108 159 131  43 108 159 131  43 134  26  60  43  45
  26 128  43 103  26 117  43 152  26 160  43  78  26 151]",[73 26 13 43 99 43 99 43]
,[43 108 159 131 43 108 159 131 43 108 159 131 43 134 26 60 43 45 26 128 43 103 26 117 43 152 26 160 43 78 26 151],[73 26 13 43 99 43 99 43]
,"[105 136  61 180  45 156 152 180 136 180  45 156 152 180  82   7  57 128
   7  82 134   7  57 138   7   7 152 123 129 132 123  78]",[129 132 123 116 103  17  51 148]
,[105 136 61 180 45 156 152 180 136 180 45 156 152 180 82 7 57 128 7 82 134 7 57 138 7 7 152 123 129 132 123 78],[129 132 123 116 103  17  51 148]
,"[137 177  49 137 177 137 177 137 177 137 177  88 137 177 137 177 137 177
 137 131 178 178   5   5 116 116   5   5  22 178 121  88]",[129 171  49 149   5 112  29 149]
,[137 177 49 137 177 137 177 137 177 137 177 88 137 177 137 177 137 177 137 131 178 178 5 5 116 116 5 5 22 178 121 88],[129 171  49 149   5 112  29 149]
,"[ 37 155  60  78 155 155 155  60 155 155  78 155  28 155 155  37 134  78
 126 126 126 134  58  58  78  58 126  58  10 177  78  10]",[ 10 177  10  10  78  10   3 126]
,[37 155 60 78 155 155 155 60 155 155 78 155 28 155 155 37 134 78 126 126 126 134 58 58 78 58 126 58 10 177 78 10],[ 10 177  10  10  78  10   3 126]
,"[ 13   1 129  80  13  80 159  13  80  35  80  80  13  55 159  13  55 180
  70  13  55 180  70  13  55  75 103 145  22 145 145 145]",[145 152 180 154   9  89  35  80]
,[13 1 129 80 13 80 159 13 80 35 80 80 13 55 159 13 55 180 70 13 55 180 70 13 55 75 103 145 22 145 145 145],[145 152 180 154   9  89  35  80]
,"[134  91  82  14  17 134  14  82 117  91  54  91 179 151  82  54  82  46
 165 117  82  14  82 105  73  82  14  82  82 151 117  91]",[ 91  94 124   9  54   9  82 103]
,[134 91 82 14 17 134 14 82 117 91 54 91 179 151 82 54 82 46 165 117 82 14 82 105 73 82 14 82 82 151 117 91],[ 91  94 124   9  54   9  82 103]
,"[128  78  52 177 117  78  10 152 177  78  52  60 117  78  78  78  78  78
  37  60 177  78  37 177  60  78  19 177 134  78  37 177]",[ 78  68 128 177  78 155  60  78]
,[128 78 52 177 117 78 10 152 177 78 52 60 117 78 78 78 78 78 37 60 177 78 37 177 60 78 19 177 134 78 37 177],[ 78  68 128 177  78 155  60  78]
,"[160  14  54  91  35  82 123  94  71 159 165 179  13 151 160  14  54  91
  35  82 123  94  71 159 165  94  13 159 165 179  71 159]",[179  71 105 123  50  54  80 144]
,[160 14 54 91 35 82 123 94 71 159 165 179 13 151 160 14 54 91 35 82 123 94 71 159 165 94 13 159 165 179 71 159],[179  71 105 123  50  54  80 144]
,"[123  82   9  50 165  14 136  14  13 151 160 152 103  45  71 165  17 136
  14  13  91 151  35 160  82 152 103  45  71 165  17 136]",[ 13  91 151  35 160  82 152 103]
,[123 82 9 50 165 14 136 14 13 151 160 152 103 45 71 165 17 136 14 13 91 151 35 160 82 152 103 45 71 165 17 136],[ 13  91 151  35 160  82 152 103]
,"[149 178  43  49  24   0 123  50  82 159 166   7 158  29 158 158 149   5
   5 149   5  19  49 171   0 171  95 129  87  29  29 112]",[121 158 129  49  49  56   5   7]
,[149 178 43 49 24 0 123 50 82 159 166 7 158 29 158 158 149 5 5 149 5 19 49 171 0 171 95 129 87 29 29 112],[121 158 129  49  49  56   5   7]
,"[ 73 128  46 144 159 123 177 128 165 128  82  78 159 123 137 128 160 128
  80  73  82 123 177 128  78 128  78  80  82   9 123 137]",[ 80  73 128  46 144 159 123 177]
,[73 128 46 144 159 123 177 128 165 128 82 78 159 123 137 128 160 128 80 73 82 123 177 128 78 128 78 80 82 9 123 137],[ 80  73 128  46 144 159 123 177]
,"[ 83 136 152 126 152 131 126 152 154 126 152 103   4 152 126   4 128 152
  83 152   4  75  46  55  83 180 152  55 152 131 126  97]",[ 53 152  60 154 153 152  53  53]
,[83 136 152 126 152 131 126 152 154 126 152 103 4 152 126 4 128 152 83 152 4 75 46 55 83 180 152 55 152 131 126 97],[ 53 152  60 154 153 152  53  53]
,"[159  51  94  80  41  51  56  49  56  49  56  49  56  49  56  49 114  51
  32  88  93 178  32  88 114  51 136 176 116 100 136 116]",[ 32  91 114  32 114 152 176   1]
,[159 51 94 80 41 51 56 49 56 49 56 49 56 49 56 49 114 51 32 88 93 178 32 88 114 51 136 176 116 100 136 116],[ 32  91 114  32 114 152 176   1]
,"[ 80   1  17 136   9 136  17 136  17 136   9 136  17  46  83  17 136  35
 136  17 136  17 136  94  35 136  71  94  83  71 136  35]",[ 71 136  71 136  35 136  71  94]
,[80 1 17 136 9 136 17 136 17 136 9 136 17 46 83 17 136 35 136 17 136 17 136 94 35 136 71 94 83 71 136 35],[ 71 136  71 136  35 136  71  94]
,"[ 71  95  41 154  71  44  41 106  71 143  41  27  71  45  71  44 106  71
 143  27  71 139  20 132  71 143 137  27  71 139  41 154]",[143  41  23  71 147  41  40  71]
,[71 95 41 154 71 44 41 106 71 143 41 27 71 45 71 44 106 71 143 27 71 139 20 132 71 143 137 27 71 139 41 154],[143  41  23  71 147  41  40  71]
,"[ 27  97  52  27  97  52  27  97  85 148  85 148  85 148   2 178   2 178
   2 178 178 135 178  15  88  84  88  84  88  54  15  88]",[157  88  54  96  28  96  28  96]
,[27 97 52 27 97 52 27 97 85 148 85 148 85 148 2 178 2 178 2 178 178 135 178 15 88 84 88 84 88 54 15 88],[157  88  54  96  28  96  28  96]
,"[  8 175   8  82 165  82 165  82 165   9  73  82 165  16  52  16  52  16
  52  37  37  37  37  37  37  93  93  37  37 155 155 155]",[ 28  28 155 155 100 100 100 100]
,[8 175 8 82 165 82 165 82 165 9 73 82 165 16 52 16 52 16 52 37 37 37 37 37 37 93 93 37 37 155 155 155],[ 28  28 155 155 100 100 100 100]
,"[117 165  54 165 166  50 153   9  45  73  50  73 166  54   9 153 128  73
  14  73 105 123  50  97 174  73 153  54 166  73 105  71]",[159  14 128  73  14 179  73 105]
,[117 165 54 165 166 50 153 9 45 73 50 73 166 54 9 153 128 73 14 73 105 123 50 97 174 73 153 54 166 73 105 71],[159  14 128  73  14 179  73 105]
,"[153 160  85 105 127 103   7 153 153  17  85 105 127 165   7 153  18  14
 127   7  18 165 127   7  18   9 127   7  18  14 127   7]",[ 49 112  15 112  15 112  15 112]
,[153 160 85 105 127 103 7 153 153 17 85 105 127 165 7 153 18 14 127 7 18 165 127 7 18 9 127 7 18 14 127 7],[ 49 112  15 112  15 112  15 112]
,"[136  35  73  46 103  78 166  46  35  35  17  46  35  50  35 123 180 152
 144 153 180  80  80 136 180  80   9  80  17 180  13 123]",[180 159 159 136 180 159  35 159]
,[136 35 73 46 103 78 166 46 35 35 17 46 35 50 35 123 180 152 144 153 180 80 80 136 180 80 9 80 17 180 13 123],[180 159 159 136 180 159  35 159]
,"[179  52 179  54  80 117  50  80  52  50  82 128 136  82  66  82 136  82
 180 177 123  66 123 179  60  54 179  52 179  54 179 140]",[123   9   1 123 159 137  94 123]
,[179 52 179 54 80 117 50 80 52 50 82 128 136 82 66 82 136 82 180 177 123 66 123 179 60 54 179 52 179 54 179 140],[123   9   1 123 159 137  94 123]
,"[174   9  45  54 174 123   9 161  54 134   9 128  54 134 123 161  54 134
  91 128  54 134 123 161  54 134  14 128  54 134 123 161]",[134  91 128  54 134  88 174  94]
,[174 9 45 54 174 123 9 161 54 134 9 128 54 134 123 161 54 134 91 128 54 134 123 161 54 134 14 128 54 134 123 161],[134  91 128  54 134  88 174  94]
,"[126  83 126  83 126  83 126  83 126  83 126  83 101  83 159  35 136 123
 136  35 159 180  97 178   8  54 117 136 152 144  60  73]",[152 140 154   4 154   4 154   4]
,[126 83 126 83 126 83 126 83 126 83 126 83 101 83 159 35 136 123 136 35 159 180 97 178 8 54 117 136 152 144 60 73],[152 140 154   4 154   4 154   4]
,"[123 165  14   9  80  14 144 138  14   9  80  54 144 161  54  50  82  54
 165 177  54  14  82  17 165 134  17   9  14 165 103  14]",[ 14 165 117  14  50 160  54 165]
,[123 165 14 9 80 14 144 138 14 9 80 54 144 161 54 50 82 54 165 177 54 14 82 17 165 134 17 9 14 165 103 14],[ 14 165 117  14  50 160  54 165]
,"[ 49  49  49  49 116   5 157   0 178   8   8   8  51  51 178 178 178 129
 129  88  49   0  29   5 129  88 178  29   5  49   0 129]",[ 0  0 49  0  5  0 29 99]
,[49 49 49 49 116 5 157 0 178 8 8 8 51 51 178 178 178 129 129 88 49 0 29 5 129 88 178 29 5 49 0 129],[ 0  0 49  0  5  0 29 99]
,"[ 17 144 123  13 144 151 103  78  13  78 128  73 160  42 168  70 100 175
  46 159 159 166 162   9  80  46  80   9  50 168  14 128]",[ 85  13 153  97 123   7 144  53]
,[17 144 123 13 144 151 103 78 13 78 128 73 160 42 168 70 100 175 46 159 159 166 162 9 80 46 80 9 50 168 14 128],[ 85  13 153  97 123   7 144  53]
,"[174 144  60  73 174 144  60 165 134  73 174 165 134 144  60  73 174 144
  60  73 174 175 134 137  47 137 134  47 134  47 134 137]",[137 134  47 134  47 144  60 165]
,[174 144 60 73 174 144 60 165 134 73 174 165 134 144 60 73 174 144 60 73 174 175 134 137 47 137 134 47 134 47 134 137],[137 134  47 134  47 144  60 165]
,"[ 18 124 127   7  77 153  85  15   7 132  85   7  15  85   7 132  85 105
 135  85 153  11 127   7 135 153  85  11 105 179  15 105]",[179 105  15 179 105 132 179  54]
,[18 124 127 7 77 153 85 15 7 132 85 7 15 85 7 132 85 105 135 85 153 11 127 7 135 153 85 11 105 179 15 105],[179 105  15 179 105 132 179  54]
,"[ 77  82  77  77   9  77  15 138 142  22 142  69 158 113  24 161 124 124
  43 161 118 118  82   0 124   0   0   0   0   0   0   0]",[  0  45   0   0 128   0 117   0]
,[77 82 77 77 9 77 15 138 142 22 142 69 158 113 24 161 124 124 43 161 118 118 82 0 124 0 0 0 0 0 0 0],[  0  45   0   0 128   0 117   0]
,"[ 18 116 130 122  51  97  88 122 145  88 166  88 145   6  88  85   8   6
 103 151  85 144 162 180  88  46  99 148  46   8  85  53]",[116 130 122  51  97  88 122 145]
,[18 116 130 122 51 97 88 122 145 88 166 88 145 6 88 85 8 6 103 151 85 144 162 180 88 46 99 148 46 8 85 53],[116 130 122  51  97  88 122 145]
,"[159 153   9 105  14 159 123   9  73  14 160 123 128  14 160   9  73 159
 123 105  14 153   9  26 159 142 142  98 153 102 105  26]",[153   9 105  14 159 123   9  73]
,[159 153 9 105 14 159 123 9 73 14 160 123 128 14 160 9 73 159 123 105 14 153 9 26 159 142 142 98 153 102 105 26],[153   9 105  14 159 123   9  73]
,"[134 179  45 171 121 105 134 179  45 171  99 105 179 166 105 179 166 105
 179 166 105 179 105 179 159 179 159  94  82  94 159  94]",[179 105  14  91  35  82  91  94]
,[134 179 45 171 121 105 134 179 45 171 99 105 179 166 105 179 166 105 179 166 105 179 105 179 159 179 159 94 82 94 159 94],[179 105  14  91  35  82  91  94]
,"[ 55 131 152 126  35 152  80 152  60   9 154 152  80  80 152 128  83 152
  89  75 126  83 136 152 126 152 150 126 152  42  42 152]",[158 152  42  93  42  93  70 116]
,[55 131 152 126 35 152 80 152 60 9 154 152 80 80 152 128 83 152 89 75 126 83 136 152 126 152 150 126 152 42 42 152],[158 152  42  93  42  93  70 116]
,"[ 10  26  26  26   7  26 119  10  98  98  10 119 119  10  36 102  16 115
 115 115  18  16 115 115 115  53 115  98  36  36  98  98]",[ 26  10 159 159 159  94 109 159]
,[10 26 26 26 7 26 119 10 98 98 10 119 119 10 36 102 16 115 115 115 18 16 115 115 115 53 115 98 36 36 98 98],[ 26  10 159 159 159  94 109 159]
,"[ 54  85  91 105  14 179  54  46  17 105  14 179  54  46  17  94  71  82
 165  35  13  91 151  14 160 136 152  14 160  91 151  35]",[ 46 165 165  71 165  71 165  71]
,[54 85 91 105 14 179 54 46 17 105 14 179 54 46 17 94 71 82 165 35 13 91 151 14 160 136 152 14 160 91 151 35],[ 46 165 165  71 165  71 165  71]
,"[105 131 160  13 160 179  71 166  50 131  78  13  78 179  71  85  91 134
 151 165 151 179  54  46   9 134 165  53  14 165   7  14]",[153 117 165  54 165  85  91  46]
,[105 131 160 13 160 179 71 166 50 131 78 13 78 179 71 85 91 134 151 165 151 179 54 46 9 134 165 53 14 165 7 14],[153 117 165  54 165  85  91  46]
,"[106  13  46  87  18   7 105  46  82  14 103  17 165  17 160  14  82  46
  87  18   7 105  46  82  14 103  17 165  17 160  14  82]",[134  82  14 105 160  17  82  14]
,[106 13 46 87 18 7 105 46 82 14 103 17 165 17 160 14 82 46 87 18 7 105 46 82 14 103 17 165 17 160 14 82],[134  82  14 105 160  17  82  14]
,"[121 105 134 179  45 171 121 105 134 179  45 171   0 180 179 171 180 179
 171 180 179  97 153 166 153 166 180 166 180 179 159 179]",[179 180 166 153   9  82  94 159]
,[121 105 134 179 45 171 121 105 134 179 45 171 0 180 179 171 180 179 171 180 179 97 153 166 153 166 180 166 180 179 159 179],[179 180 166 153   9  82  94 159]
,"[145  88 166  88 145   6  88  85   8   6 103 151  85 144 162 180  88  46
  99 148  46   8  85  53  18 116 130 122  51  97  88 122]",[ 88 166  88 145   6  88  85   8]
,[145 88 166 88 145 6 88 85 8 6 103 151 85 144 162 180 88 46 99 148 46 8 85 53 18 116 130 122 51 97 88 122],[ 88 166  88 145   6  88  85   8]
,"[ 73 174  73 174  73 174  59 140 161  73 138 161  73 140 138  73 140 138
  65 174  73  48  73  48  73  48 171 166  99 105 179  88]",[  3  49 179   3  29 179 133 133]
,[73 174 73 174 73 174 59 140 161 73 138 161 73 140 138 73 140 138 65 174 73 48 73 48 73 48 171 166 99 105 179 88],[  3  49 179   3  29 179 133 133]
,"[155  60 115  68 177  26  68 174  26 134  68  60  26 128 155  60 115 155
  60 115 155  60 115  68  78  26  68  73  26 165  68 144]",[123 155 144 115 155 144 115 155]
,[155 60 115 68 177 26 68 174 26 134 68 60 26 128 155 60 115 155 60 115 155 60 115 68 78 26 68 73 26 165 68 144],[123 155 144 115 155 144 115 155]
,"[180 105  85 105  17  85  97   7 123  17 136  17 136  14  97  91  14 136
 105  14  85 153  85 153   7 153   7 127  26 136  14  91]",[ 91   9 127  82   9  91 115  50]
,[180 105 85 105 17 85 97 7 123 17 136 17 136 14 97 91 14 136 105 14 85 153 85 153 7 153 7 127 26 136 14 91],[ 91   9 127  82   9  91 115  50]
,"[ 60 117  78  19 152  60  78  37  60 160  78  78  78  78  78  19  60 152
  52 117  19 177 152  78  19 152 177  78  19 177 152  78]",[117 177  66 128   8  50  60 117]
,[60 117 78 19 152 60 78 37 60 160 78 78 78 78 78 19 60 152 52 117 19 177 152 78 19 152 177 78 19 177 152 78],[117 177  66 128   8  50  60 117]
,"[117  15 161 117 118 151 117 118 123 117 118 151 117  77  73 117 123 117
 124  71 117  77  73 117  15 161 117 118 151 117 118 165]",[123 117  77  24  31  24  24 174]
,[117 15 161 117 118 151 117 118 123 117 118 151 117 77 73 117 123 117 124 71 117 77 73 117 15 161 117 118 151 117 118 165],[123 117  77  24  31  24  24 174]
,"[128 144   9 159  35 123  13 128   9  46  35  14 144 128   9 159  50 162
  78 151  78 152 157  29 116  51 129   8 126  91  35  91]",[126 178 159  78 151  78 152 157]
,[128 144 9 159 35 123 13 128 9 46 35 14 144 128 9 159 50 162 78 151 78 152 157 29 116 51 129 8 126 91 35 91],[126 178 159  78 151  78 152 157]
,"[ 29   0 129  29   8  29 178  29 178  29   0  29   0  29  29  29  29  29
  29  29 177  29 177  29 177 168  14 177 136 177 177 177]",[160 152 152  55 152  55 152  55]
,[29 0 129 29 8 29 178 29 178 29 0 29 0 29 29 29 29 29 29 29 177 29 177 29 177 168 14 177 136 177 177 177],[160 152 152  55 152  55 152  55]
,"[ 78 158 155 167 110  68  60 167  16  72  11  21  16 179 159 117  52  80
  52  80 172 128  38  21  11 139  38  36 177  10 102  63]",[63 49 60 72 16 11 21 38]
,[78 158 155 167 110 68 60 167 16 72 11 21 16 179 159 117 52 80 52 80 172 128 38 21 11 139 38 36 177 10 102 63],[63 49 60 72 16 11 21 38]
,"[134 160  13 160  46 134 160 179  71 160  46 134  17 105 165  17  18 165
  17   7 165  17 105 134  17  46 165  17   7 165  17 166]",[ 17  85 134  54 179 165  54 115]
,[134 160 13 160 46 134 160 179 71 160 46 134 17 105 165 17 18 165 17 7 165 17 105 134 17 46 165 17 7 165 17 166],[ 17  85 134  54 179 165  54 115]
,"[136 180  13  45  35  50  94  35  50  80  78  50  17  35  50  17  46 148
  17  91  80  91  17  91  17  91  80  91  17  46  45 151]",[136  94  91 136  35  13 136  71]
,[136 180 13 45 35 50 94 35 50 80 78 50 17 35 50 17 46 148 17 91 80 91 17 91 17 91 80 91 17 46 45 151],[136  94  91 136  35  13 136  71]
,"[140 154   4 154   4 154   4 154   4 154   4 154   4 126   4  46  80   9
 136   9  80  46 180 153  88 129  83   9  73  35  13 136]",[123 128  13 131 101  83 101  83]
,[140 154 4 154 4 154 4 154 4 154 4 154 4 126 4 46 80 9 136 9 80 46 180 153 88 129 83 9 73 35 13 136],[123 128  13 131 101  83 101  83]
,"[137  45 150  71 174  45 117  78 117  45 144 150 103 160 151 160 103  71
  61  45 152 151 152  45 152  45 152 151 152  45  71 108]",[160  13 160  45 160  45 160  13]
,[137 45 150 71 174 45 117 78 117 45 144 150 103 160 151 160 103 71 61 45 152 151 152 45 152 45 152 151 152 45 71 108],[160  13 160  45 160  45 160  13]
,"[ 51  76 122 145  51  76 122 145  51  76 122 145  51  69  76  69 122  69
 145  69  51  69  76  69 122  69 145  69  51  69  76  69]",[ 69 145  69  51  69  76  69 122]
,[51 76 122 145 51 76 122 145 51 76 122 145 51 69 76 69 122 69 145 69 51 69 76 69 122 69 145 69 51 69 76 69],[ 69 145  69  51  69  76  69 122]
,"[ 64  64  64  64  57  99  55 178  99  64  64 169 169  55  55  64  64  64
  64  64  64 157 169   6 178  64  99  99  41  17  64 136]",[91 82 64 64 64 64 64 64]
,[64 64 64 64 57 99 55 178 99 64 64 169 169 55 55 64 64 64 64 64 64 157 169 6 178 64 99 99 41 17 64 136],[91 82 64 64 64 64 64 64]
,"[179  14  46 165  14  17  14  46  73  14  17  86  14  78  46  54 179 165
 110  54 166 160 105  54 166  73 153  54   7 117  54  78]",[  7  78  54 166 165  54 105 165]
,[179 14 46 165 14 17 14 46 73 14 17 86 14 78 46 54 179 165 110 54 166 160 105 54 166 73 153 54 7 117 54 78],[  7  78  54 166 165  54 105 165]
,"[ 82 180 123  82  91  82 101  71  82  91  82 101  71  82  91 101  82  95
  71   9  14  95   9 146  71  91 136 146  91  31  71   9]",[ 31   9  71  82  91  82 123  82]
,[82 180 123 82 91 82 101 71 82 91 82 101 71 82 91 101 82 95 71 9 14 95 9 146 71 91 136 146 91 31 71 9],[ 31   9  71  82  91  82 123  82]
,"[151  35 145  13  17  50  17  13  17  13  17  50  17  13  80 160 100  17
  14   9  14  17 136 152  17 136   9 136  17  46  83  73]",[136  80 136  17 136  17 136  94]
,[151 35 145 13 17 50 17 13 17 13 17 50 17 13 80 160 100 17 14 9 14 17 136 152 17 136 9 136 17 46 83 73],[136  80 136  17 136  17 136  94]
,"[ 54  50  78 179 159 117  54  50  78  80  80  54  50  78 159  80 128 136
  50  78  82 159  50  82  78 179 180 177  82 159  78  85]",[ 82 159  78 180 179 117  54  50]
,[54 50 78 179 159 117 54 50 78 80 80 54 50 78 159 80 128 136 50 78 82 159 50 82 78 179 180 177 82 159 78 85],[ 82 159  78 180 179 117  54  50]
,"[ 91  85 151  17 136  91 151  71 136  91 151  71  17  91 151  71  17  91
 180 151  71  17  91 151 144  17  91 151 144  45 136  91]",[151  71 117 136  91 150 151  71]
,[91 85 151 17 136 91 151 71 136 91 151 71 17 91 151 71 17 91 180 151 71 17 91 151 144 17 91 151 144 45 136 91],[151  71 117 136  91 150 151  71]
,"[  0 179 126 129  73  73  73  73  73  73  73  73 179  73  73  73 180 166
  13  13  13  29 165 165 165 162 144 144 144 180 144 144]",[179 153 144 144 144   9  71  71]
,[0 179 126 129 73 73 73 73 73 73 73 73 179 73 73 73 180 166 13 13 13 29 165 165 165 162 144 144 144 180 144 144],[179 153 144 144 144   9  71  71]
,"[ 82 179  94 180 159 179 180 166 153   9  82  94 159  82 179  94 180 159
 179 180 166 180 159 166 179 153 180  97 166  53 153  26]",[ 53 153  97 166 153 180 166 179]
,[82 179 94 180 159 179 180 166 153 9 82 94 159 82 179 94 180 159 179 180 166 180 159 166 179 153 180 97 166 53 153 26],[ 53 153  97 166 153 180 166 179]
,"[  9 131 117  78  13 125 165 136 125  91  82  12  60 160  73 144  71  50
  35  94  20 128 151  20 165 123 120 103  73 120 144  17]",[117  13   3  71  54   3  50  71]
,[9 131 117 78 13 125 165 136 125 91 82 12 60 160 73 144 71 50 35 94 20 128 151 20 165 123 120 103 73 120 144 17],[117  13   3  71  54   3  50  71]
,"[123 165  14   9  80  14 144 138  14   9  80  54 144 161  54  50  82  54
 165 177  54  14  82  17 165 134  17   9  14 165 103  14]",[ 14 165 117  14  91 160  54 165]
,[123 165 14 9 80 14 144 138 14 9 80 54 144 161 54 50 82 54 165 177 54 14 82 17 165 134 17 9 14 165 103 14],[ 14 165 117  14  91 160  54 165]
,"[126 129  22 129  22 129  22  76  19  76  19  76  19  38 148  38 148  38
 148 126 149 126 149 126 149  22  70  22  70  22  70  22]",[22 70 22 70 22 70 22 70]
