,x_val,future
8897,"[119 173 155  70 139 117 119 180 127 119 173 155  73 139 117  95 180  97
  86 117  79  86 117  97  86 140  95 173 140  86 173 140]",[173  11   0  90 140 134 173 140]
8898,"[ 63  88 149 119  73  88 149 176  73  99  73 155 176  73 140  88 149   7
 119  73  29  88 149 119  73  88 149 119  73  88 149 167]",[149 122 129 149  89  70  29  84]
8899,"[ 54  91   7 178  21  29 124  40  29 140  70  37  70 140  90 129  89 129
  37 140 165  70 140  90 167  55 167 165 127  88  48 127]",[139  66 117  73 139  66 127 165]
8900,"[176 108 108   4   4 108  42   4   6  42   6  42   6  42   6 145  42   6
  42   6  42   6  42   6   9  42   6  42   6  42   6  42]",[ 4 42  6 42  6 42  6 42]
8901,"[ 11  37 140 165  29  37  48  55 180  37 101 165 158  37 117 165 158  37
 117 165 155  37  90 165 155  37  90 165  11  37 140 165]",[ 37 140 165  29  37  48 165  29]
8902,"[ 97 119  25   3 158 153 119  29  11  29 119 155  11  29  29 129  11 155
  80 155 119   3  25 155 119   3  25 155 119  11  29   3]",[155  79 158  86 155  29 158 127]
8903,"[158  97 158  22  79 158  97  10 158  97 180  65 180  20  22 101  20   2
 126  20   2 130   2 130 157 113 130 157  47  69 157  47]",[120  84 120 174 120 141 120 143]
8904,"[ 29 129  22   6   3  25  29  86  73 119  85  86  37 141  95   6 119  80
  55  37 105  12  80 129  55 105  88 129  95  93 167  89]",[116  22  83 140 153  11  11 144]
8905,"[125   8 169  85 165  55 149 113  80  22  66   8  70 167  73  88 105  84
  73  88 149 113  25  93  24  61  24  61  24  61  24  61]",[150  93  78  76  76  66   8  70]
8906,"[180 132  10 132 158 132 124 132 155 132 153 132  11 132  10 132  29 132
 124 132  29 114 124  74  48  74 124  74 124  74 124  74]",[ 48  74 124  74  29  74 124  74]
8907,"[122  29  73 165 140  11 122  73  29 129  11 140  89  70  29  37 140  90
  89  29  90 149 158  90  88  48  90 165 158 127  88 139]",[165  90  11  55 155 140  88  90]
8908,"[119  73   3  88 149 119  73  88 149  18 119  25  18  93 105  68 119  25
 104  93 105 119  25  52  93 105 119  25  93 105 176 119]",[176 129 149 169 119  29  58 129]
8909,"[ 11   3 122 144   8   3 144 155  22 166  11  55 166  48   8  54   9 125
 148  91 148  12  68  93  46  64 108 122  68  32  46  22]",[138  71   8 108 124 126  91 126]
8910,"[114  57 114  57 114  57 114  57 114  57 114  28 161 161 161 161  28 161
 161  28 161 161  28 161 114  57 114  57   1 138   1 138]",[125   6 125  55 141  12 141  12]
8911,"[149 149 173 149  29 155  80  93  93 127  93  93  93  11   7  93  93  93
  29   7  93  93  25  93  86  11  93  93 119  93  17  93]",[ 80  93 155  29 127  93  25  93]
8912,"[108 124 124  71 124 108 149  66  25   7 127  79  65  91 108  52 103  52
  52 108 149  66  25   7 127  79  65  91 108  52 103  52]",[162 108 108 108 127  11  93   7]
8913,"[  7  93  48  88   7  93  11 165   7 129  11 165 127 149  11 165 127 149
  90  80  86  66   3 105 127  95 173   8  97  84  20   6]",[138  36 109 161  96  96 123 123]
8914,"[ 35 105  66  86  35 130 129  80  73 130 157  93 149  25 157 157  93  80
 119 157 157  93 149  66 157 157  93  80 119 157 157  93]",[ 66  93  80 119  79 158  93 149]
8915,"[ 95  95 143 122   6  95  13   8 143 122   6  95  95 143 122   6  95  95
 143 122   6  95  95  13   8   6  95 175  22  86  68   8]",[ 95  95 179 122  93  93  17   8]
8916,"[ 13  49 145  10  29  56  53 123   4 123   4  48 147 104 123   4 123   4
  48 147 104 123   4 147 104  29 142  31  59  46 166 104]",[ 21 169  21 149 150 176 158  54]
8917,"[ 94  94  94  94   3 109  57 114 172   3  89  88  89  29 125  89  95  89
   3 125  89  88  89   7 125  89 129  89 140 125  89 105]",[125  89 105  89 125  89 105  89]
8918,"[104 104  31  31   9   9 137 137 137 137 137 137 106   4 106   4 106   9
  31 151 104  78  46  78 150  78 150  61  55 113  61  55]",[24 89 54  8 54 91 54 91]
8919,"[126 162  12 162   8  12   8 126 162   8  12 126 162 126 125 162  42 126
 138 136  32 136  12  32  12  69 136 174  69 136  69 136]",[136  32 136  12  32  12 136 136]
8920,"[  8 103 138 180   8  25 108  79 127   9   7 127 108  20  65 145  79 136
   4  90  17 148 173  85 104  79 175  46 117 170  95  65]",[170  95  65  86 174 167 180  70]
8921,"[ 11  80 116  82 116  82 116  82 116  82   3  41 105 178  17  17  86  95
  25  93  48 165   7 149  11  80 127  66 155 122  25 105]",[105  86  66  75  68  75  68  75]
8922,"[ 55 165  55 175 138 144   1 175 138 165  46 149 104  80 148 123   4  80
 148 165  46 115 165  96 165  55 115  55   8 165 167  95]",[167 165  55  93 126  95 165  55]
8923,"[ 25  46 104 135 104 176 104 108 108   4   4 135 104 176 104 108 108   4
   4 108  42   4   6  42   6  42   6  42   6 145  42   6]",[ 6 42  6 42  6  9 42  6]
8924,"[152 108 152 108 152 108  86  66 149  93  95   8  31   9   9 174  18 174
   4  93  80  70  25  11  90  85 148  85  85  69 104 104]",[104 174  46 103   9 103 162 108]
8925,"[119  70  89  37  70 129  29  70  89  37  70 165  48 119 113 149 119 165
  48 119 113 149 119 129  29  29 167  37  29 129 140  73]",[119  73 165 140  29 141  70  29]
8926,"[ 18 116  10 153  10  38  38  38  38  38  38 158 153 153 108  38 153 173
 116  86 116 173 116  86 116  90  70   3 155 179 127 140]",[179 132 129  62  11  37   3  62]
8927,"[ 98  73  70 123  18 113   4  71  15  70 119  52   4 167  98  98 105 129
 149  98  18 141  40  37  80  29   1 129  26 141 129  26]",[129  26  95 129  29   1 129  26]
8928,"[ 55 113   5  12 125  12  42  64  42 100   1 100   1 138 100  42   1   6
   1  19 125  19 125  19 125 154  84 135 113 154  84 135]",[154  84 118  53 118  53 118  53]
8929,"[ 85 175  85 144 131  78 156  55  78  93  55  93  78 156  78 156  78 165
  78  25 165  25 156  48  91  91 165 150  37  91  66   8]",[138   8  91 165 150  37  91 149]
8930,"[158  22 117  80 155  22 117 113  97 149  17 113  20  84  13  27  35  84
  51  27 177  84 130  35  27 130 111  84 180  72 117  84]",[72 97 84 17 72 20 84 13]
8931,"[ 48  59  52  46  21  68  88  70  68  31 119 104 123 147  46 123  52 176
  71 169  48  42  29 123 123 138 136  32  93  12 136  32]",[ 12 136  32  93  12 136  32  93]
8932,"[119 127 129 119 173  80 119 155  29 119  80 119 129 119  11 111  80   3
 119 101  25 119  29 180  29 119  48 122 119  11  37 119]",[ 25 119  37 119 122 119 119  79]
8933,"[ 73 135  88 105  37  73  88 105  37  73  70  73 119  73 135  88 149 154
 119  73  63  88 149 119  73  88 149 176  73  99  73 155]",[ 73 140  88 149   7 119  73  29]
8934,"[ 57 119  55  48  44 114 141  70 129  73  29 142   1  89 140   1 142  89
 140 114 137  57  55  55  55  78  57  55  55  55  57  55]",[ 55 137  57  55  55  55  78  55]
8935,"[ 22 132  52  52 108  84 108 108  31  64 164 148 141 132 148  52 145   1
 134 145  68 108  64 164 108  68  18  12  58 180 101  20]",[141 122 129  18  80  18 129 122]
8936,"[125  89 105  89  71 125  89 105  89 125  89 145 105  89  18 125  89  31
 105  89 104 125 122  88 122 155 125 122 149 122  29 125]",[ 95  89   3 125  89   7 129  89]
8937,"[  9  28   9  28   9 131 126  91  91  54  54 126  54 126  54 126  54 126
 146  83 146  83 146  83 146  83 146  83 146  83  54 126]",[150  46  54  91 104 100  46  28]
8938,"[149 104  17 149  52  26 149  71 125 105  89 105  88 105  73  89 105  86
   1 149 140  26 149   7  17 149  29  26 149  73 125 105]",[105  88 105  89 105  73 125 105]
8939,"[ 51  51 144 144 144 144  54  54 144 144 179 179   9 121 148 121 148  17
 145 145  51  68  51  13  51  13  17  17  17 178  17  51]",[95 51 51 51 84 51 51 95]
8940,"[105  84   3  84  66  86 173 149  86  29 127 129  86  29   7  95  86  29
   7   8  86  29   3  86  29   3 105  86  29 105  22  86]",[ 29 122 105 119  73 105 119  86]
8941,"[ 86  37  86 119  34   3  29  73 113  86 119  37 149 105 129   6 149  86
  29  95 149  86 119 149 119  66 109  29  73  86  84 119]",[149 105 129  88  64 105 119  73]
8942,"[ 49 137  46 137  31 137  31 137   4 137   4 137  46 137  46 137  46 137
 165 137  37 137  37 137  70 137  70 137  48 137  48 137]",[ 49 175  49 175  49 175  49 175]
8943,"[ 64  12 124 141 124 124 124 124 114  32 124  64 141  30  55  30  30  30
  30 172 109  30  64  12 124 141  52  52  52 153 153 153]",[ 52  52 153 153 153  52  52  52]
8944,"[ 37  48  30 125  29 114  30 141  73  57  30  55  29 114 129 132  80 119
 129  86   1  95  89 129  37  95  73  57  88  55 165  37]",[162  76  59  31  56  31  88 125]
8945,"[ 11 122  73  29 129  11 140  89  70  29  37 140  90  89  29  90 149 158
  90  88  48  90 165 158 127  88 139 140 165  90  11  55]",[140  88  90 155 141 139  11 129]
8946,"[145 153  95 153  95 134 145  83  95  83  95  38 145 153  95 153  95 153
 145   6  38   6  38 145 153   6 153   6 134 145  83   6]",[  6  38 145 153   6 153   6  82]
8947,"[115 115 131 115 131 131 115 131 131 115 131 131 115 131 131 115 131 131
 115 131 131 115 131 178 115 131 115 138 115 115 115 115]",[173 115 115 173 115 115  90 115]
8948,"[105 105  37 105  93 119 141  80 129  29 119  80  25  22 119  80  86  89
  37 129 140  84  86  37   3  89  86  37   3 122 119  37]",[119  80  29 119  80  29  64 119]
8949,"[140 165  90  11  55 155 140  88  90 155 141 139  11 129 155  90  89 140
   7 122  48  29 167  73  70 129 119  70  89  37  70 129]",[ 70  89  37  70 165  48 119 113]
8950,"[ 93 180 157  25  35 124 111  20  25 180 180  93  65  25  65  17  65  25
  65  93 180  25  44 111  73 180  95  97  86  97  66  97]",[180  93  97  70  97  80  97  70]
8951,"[105  25  20 105  25  97  66  25 117  66  48  73  48 119  48  73  79  48
 139  66  48  73  48  71  80  48  73  48 108 105   3  68]",[  3 148 105   3   9  25   3  18]
8952,"[155  68  90 140   3  70 116 127 104 155   7  29 119 112  10  42 158 167
  10  42 158 167  10  42 158 167  10  42 158 167  10  42]",[167  10  42 158 167 151   6 158]
8953,"[  7 140  78 127  90 139 178 158 117 178  65  76 101  20   2 169 130 177
  47  78 177 130   2 178  20 101 178  65  76 117 158 139]",[ 90 127 140  78   7  48  29 178]
8954,"[  1  33 125  42  33 138   7  33 113  84 113  91   8  89 113 167   8  89
  93  88 167  33 149 105 149  37  66  70   7  91   3  91]",[140  91   7  91   3 127  88  91]
8955,"[137  46  46 115 115  46  46  46 107 135 107 135  46  54 124  54  46  46
 124 135  46 107 135 107 135  46  54 124  54  46  46 124]",[ 68 146 102 135 146  68 102 146]
8956,"[105 105  51  84  95 171 122  51  84  95   8 175  84  22  95  13  84   8
  95 143  84 122  95  13  84   8  95  27  84  95  49   6]",[49 40 40 40 40 40 40 40]
8957,"[ 27  84  27  84 164 122 164 122  28   8  28   8  87  93  87  93 170  43
 170  43 118  69 136 174  25  93  48 165  25  93  70 167]",[22 25 93 90 70 90 70 11]
8958,"[ 95   7  86   7 151   7  86   7  95  11  86 166 155  86  11  95   7  86
   7 151   7  86   7  95  11  86  11 166  79  86  79  95]",[ 86 173  51 127  86   7  95  11]
8959,"[173  79 158 164  97 180  20 111  35 157 122  36 177 157 105  35 111  20
 180  97 158  95  79 173 155 105 127  11   3  11 127 155]",[127 155  90 105 155  90 173  90]
8960,"[122  22 122 129 113   8 129  29  22 122 129  11 155 141  22 129 155  22
 122 129 155 113   8 129 155  22 122 129 173  89  95 129]",[ 93 105 155  22 129  80  22 122]
8961,"[145   6  38   6  38 145 153   6 153   6 134 145  83   6  83   6  38 145
 153   6 153   6  82 105 100  93 100  93  38 129 143  95]",[ 95 174 167  81  22  81  22 153]
8962,"[175 109   6 175  84   3 155 109   6 127  84 131 109   6 131  84  86  11
 109   6   3  84  51 109   6  51  84 119  25 109   6  86]",[175 109   6 175  84 119  25 109]
8963,"[ 30 158  30 114 141 122 141  88 103 158 103 114 141 122 141 129 140  56
 155 173 155 173 139 173 139 158 139  56 158  97 158  97]",[101 111  35 130 122  35 111  35]
8964,"[ 90 104  90 128   9 127 128 145 127 115 115 175 126 175 126 175 126  99
  69  48 136  69   3 156  78 156  78 115 126  66   8  66]",[ 66   8  86  48 143  29   3  48]
8965,"[ 11  70  80 175  11 145  80  80  22  92  92 149 113  92  92  80  22  93
  80 136  70 167  25  93  83 100  51   6   8  86  95   3]",[ 27  51 135   8 107  17 105 143]
8966,"[ 22 122 129 173  89  95 129  89  93 105 155  22 129  80  22 122 129 140
  84 122 129  84 122  93  11 141 122 105 141 122 129   3]",[129 105 140  95 129  37  11 122]
8967,"[ 52 142 142  59  59 132 132 142 142 142 142 142 142  71  59 154  46 142
  52  52  21  37 142 119  70  73  48 142 142 142 142 142]",[135  52 132  46  52 142 142  59]
8968,"[ 66  84 127  68  13 127  66 127  68  13 127 119 155 146  71 155   3  18
  97 135  68  97 119 155  68 146 155 119 155  46  41 155]",[ 52 155 153  18 155  11 148 180]
8969,"[155  79 162  65 111 162 157 179 157 111  65  79 155   7  25 162  25   7
  90  79 162  65   2 162 157  85 157   2  65  79  90   7]",[162  25   7 127 173 162  65  20]
8970,"[ 95  95  95  17  84   6  95  17   6  84  95 143   6  55  95  17   6  84
  95 166  22   6  95  51  84  95  95  95  95  95  13   8]",[ 95  13   6   8  95 175   6  22]
8971,"[ 70 140  55  90   7 113 155  48  89 140  29 113 149  29 167   7  70 113
 105  70  93 140  73 113 165  73 167   7  73 113 165  73]",[  7  70 167 129  70  29 113  42]
8972,"[125  12  33  55 113   5  12 125  12  42  64  42 100   1 100   1 138 100
  42   1   6   1  19 125  19 125  19 125 154  84 135 113]",[ 84 135 113 154  84 118  53 118]
8973,"[111  97  97 119 111  97  79  97  37 111  80 129 177 111 180 180 119 111
 180 158 180  80 111 105 122 157 111  97  97 119 111  97]",[ 97  37 111 153 177 111 180 180]
8974,"[ 48 165  73  88  66   8 150  41 150 156  70  41  25 140   7 156  25  70
  28  91  54 127  91 139  65 117  54 139 127 140 178  48]",[ 90  78 140  48  29  76  70  29]
8975,"[ 88  68 149  46  22 122  95  46  80 145  22 122  95 145  80 134  89  95
 105  37  89  95 105  68  37  31  89  95 105  31  37  68]",[ 95 105  68  37  71  89  88 105]
8976,"[ 33  20  65 139 139  65 139 127 127  33 139 127   7   7 127   7  73  83
  60  33  76 156 156 156  59  54  41 150  91  76 116  60]",[ 60 116  60  19 154 178 146 176]
8977,"[108  65  20  35 139  71  65  20 130 158 145  65  20 177  97  71 101   2
  36  33 113 149  66 149  33  88 149  33   8  88  19 125]",[105  88  89  88  84  89 137  55]
8978,"[ 53  62  26  62  53  26  53  62  53  26  53  62  53  40 135  40 148 141
  54 135  54  55 148  40  10 135 141 148  40  10 135 141]",[ 26  62  26  31 141  13  26  13]
8979,"[ 73  29 107 119  42  55  98 113  54  22  21 169  70  29   7  75  42 123
  73  29 107 119  42  55  98 113  54  22  21 169  29  21]",[ 21 169  70  29 169 119 151  21]
8980,"[ 45 105 120  36  27 180 180  27 120  36  27 180  47  27 120 157 160 120
 180  87 120  47  49 180 180  22 120  47  81 180 180  81]",[ 47  81 180  35  81 180  81 120]
8981,"[ 17   8  95  95  17   8 141  95  95  69  95  12  93  93  95  93  93  95
  93  93 174 122  12  93 162   8 179  22  12  93  93  69]",[ 12  93  93 174 122  12  93  93]
8982,"[ 11  80  86  62  29 148 144  86 153  29  38  11  80  86  29  11 124  80
  86 102  29  11  10  80  86  18  29  11 102 155 153 155]",[ 11 155 119  29  83  11 155  26]
8983,"[119 149 119  22  80 129  73  89  88 105  37 105  88 105  88 105  37 105
  88   1  73  89 149 129  86 149 129   3  88  37 149  29]",[ 37 149  73 154  88 105  37 105]
8984,"[155 132 111 158 132 177 158 132 177  35 133 158 158 132 177  35 132 158
 158 132 177 117  37  74  47  97  56  36 148  56  31 111]",[ 56 111 111  45 134 111 111 132]
8985,"[ 73  90  48 155  80  48  73  48 176 149  48  73  48 176 149  48  73 176
  48 169 149  25  70 169  25 147 149  73 119 147  73   5]",[ 25  70   5  25 149  48  73  48]
8986,"[129 119  73 119 129  29   1  21 142  21 142  21 142  21 142  21 142  29
 142  21 142  48 142 150 142  29 142  21 142  48  32  54]",[54 74 54 74 54 74 54 74]
8987,"[169  98  94 104 169  98  94   4 104  63  18  15  94  71 104  63  52  15
  94   4 163 169  21   4 163 169  21   4 163 169  21   4]",[169  21   4  96 163 136 150   4]
8988,"[146 146 148 148 146  31 146  18  71   6 134 134 145 145 134  68  82  31
 134  31  42 148 148   6  18  46  45  68  84  26  45 134]",[31  1 56 56 31 18 31 31]
8989,"[119  85  86  37 141  95   6 119  80  55  37 105  12  80 129  55 105  88
 129  95  93 167  89  95 116  22  83 140 153  11  11 144]",[ 75  25   3 140   3  25  86  62]
8990,"[  3  22  48 167  25 175   6  22  95  22 165 107   6  22  95  22 165  96
  42  22 167  22 165 123  42 113 167 113 129  48  55   7]",[  7  11 127  90  70  73  29  48]
8991,"[ 83  83  11  95  86   3  80 127 155  86  48 119 173   3  51  66  86  48
   3  66  86  11 127   8  73  48  80 155 127  73  48 165]",[ 11  12  86  25  69   7  11 153]
8992,"[ 59  59  78 154  78 154  78 154  29 127  63 140  90  63 127  77  26  77
  26  59 154  59  59  59  59  59  59  59  66  66  66  66]",[ 28 170 160 170   5  70  73 162]
8993,"[  3 155  97 102   7 129 155   7 155  65 176 140  89  90 140  90 101 178
 112 176 112 176 164 102   3  93 155   3 155  97 102   7]",[155   7 155  65 176 140  89  90]
8994,"[ 62 153  66 135 153 135 153  62  53 135  26  53  62  53  86  53  29 146
  53  62  53  86  53  29  19  53  62  53  62 153  66 135]",[135  62 153 135  26  53 135  26]
8995,"[ 80  29  11 179 102 155 140 132  10 119  29  11  29 119 155  11  29  29
  52  11 155 148 155  18   3  25 155  18   3  25 155  18]",[ 29   3  18 155  79 158   4 155]
8996,"[144  31 124  46 135 124  46 135  46  54 148  54 148 108 104   9  76 108
 145 136   4  17 148  85 104 175  46 170 145 174   4  65]",[  9  65  31  25   3 140  90  31]
8997,"[125  89 105  89 125  89 105  89 125  89 105  89   7 125  89   3  88  89
 155 125 122 149 122 155 125 122 149 122 155 125 122 149]",[173 125 122 139 149 122 140 125]
8998,"[ 20 166  86 180  43 166 180 167 166  95 180  51 105  20 171  51  20  55
  51  84  20 166   6 180 166  12 180  55 166  84 180  22]",[84 20 51 84 20 51 84 20]
8999,"[ 37  25 149   7   8  91  63 140  89  60 146 127 113  91  63 140 125  37
 146  73   3  37 139 125  73  19   3 140  73 127 113  66]",[ 73   7  66   7 140  12  70  93]
9000,"[139  54 127 139  54  20  54 139  28   9  91  91  91  91  91  91  91  91
  91  91 150 150 150 150  91  91  91  91 150 150 150 150]",[150 150 150 150 150 150 150  54]
9001,"[180 158 180  80 111 105 122 157 111  97  97 119 111  97  79  97  37 111
 153 177 111 180 180 111 180 158 158 180 158 155 155 158]",[ 11  11 155  11  29  29  11  29]
9002,"[ 82 105 100  93 100  93  38 129 143  95 143  95 174 167  81  22  81  22
 153  95  38  22  38  22 171  93 148  22 148  22 129 148]",[148  22 148 129  83  71  83  71]
9003,"[143   6 122  95  68  86   6   8  46  22  86  68  84   8  95 179 122  93
  17   8  95  17 141   8  95  69  43  93  93  93  93  93]",[179 162  69 179  12  22  93  69]
9004,"[137 165 137  93  37  93  37 137  73  70  37  93 126  88 165  88  66  76
  95 165  95  66 178 167  37 165  37 106  70  66 149  37]",[137 165  78 133 100  91  54 117]
9005,"[ 29  11  86 129  29 140  73  29 155  86  89 129  29 140  29  86  37  86
  37 129 167   1 129  37  70 141  37 129 167 129  37 129]",[141  37  70  29 141  70  37 129]
9006,"[ 81  80  93 181 149  93  81  80  93 138   8 170  93   8  50 165   8  33
  80   8 170  12   8  93   8  93   8  76  93   8  12   8]",[ 88   8 160  88   8 160  88   8]
