,x_test,future
4177,"[ 11  11  11  11 168 140 140  11  11  11  11  11  11  49 173 173  11  11
  11  11  11  11 168 127 127  11  11  97  97  90 145 175]",[180 180  65  49 180 180 180 117]
4178,"[ 86  48   6  86  80  86  48  55  70  80  70  25  22  70  80  70  25  32
 119  80 119  25  64 119 105 119  25  12  66 105  66  86]",[ 66 105  66  86 109  66 105  66]
4179,"[ 34 149  33  66  73 149   7  42 149 168  70  25 149   7  34 149  91  66
  73 149  37   3 125  66  70  73  88  25  73  70  66  37]",[ 34 149  33  66  73 149   7  42]
4180,"[ 28 117  54  90  61  79  90  79  65 156 117  79  90 117  54  28  79 170
  65  79  65   2  69  20  65  79 139  91 117 117  54  90]",[ 79  90  79  65 156 117  79  90]
4181,"[  1  55   1  91  57 138  57  91 138  55 138  78  57 138 162  57  54 138
  55 138  24  57 138  28  57   1  55   1  54  57   1  24]",[ 91 138  55 150 138  91  57 138]
4182,"[ 80 119 153 119  41 119 144 119 153 119 153 122 129  83  80 119 124 122
 129  80 119 122 129  80 119  37 119 124 141  80 119  26]",[129 144  80 119 153 141 122 129]
4183,"[ 56 101 158 173 158 111  64 157 111  97  97  58 111  97  79  97 111 141
 177 111 180 180 132 111 180 158 180  11 141 122 155  11]",[ 29 129  11  29 119  29  93 140]
4184,"[140 127  95  86   3  51 127 155 124  86 127  17 173 173  95  86  11 124
 155 127  51  86  48 143  11   3  51  66  86  11   3  66]",[105 127 173  95  86  11 124 155]
4185,"[ 37  70  48 140  90 117  46 101   9 108 124 124  71 124 108 149  66  25
   7 127  79  65  91 108  52 103  52  52 108 149  66  25]",[127  79  65  91 108  52 103  52]
4186,"[ 93  70 167  37  89 165  55  93  12 165  55  93  12 165  55  93  12 165
  55  86  95  48 165  86  95  80  22 165  55  95   6 165]",[ 95   6 165  55  95   6 165  55]
4187,"[104   4  46 145  46  46  46   4  46 145  46 108  68  71   4 104   9  31
 104  31   9   4  46 145  52 104 145  52 145 104  52 145]",[ 52   4 108  68   4 108   4  68]
4188,"[ 61  79 139 156  90 117  54  28 139 117  54 139 127  28 140   7  69 127
  79 170 139  90 170 127 140  69   7  48  91  54 130  47]",[130  47  54 130   2  41 130 157]
4189,"[136  55 107  54  32  54  55  32  55  54 107 107 162  54 162  54 107  60
 176 113 176 165 113 165  54 107  15 162  54 162  54 107]",[176 113 176 165 113 165  54 107]
4190,"[ 89 129  73  25  29 149   3   7 140 155 173 139 146  97 158 139 173 155
 140   7   3  29  84   7   3  29 128  73  86 119  66  86]",[ 84   7   3  29 128  73  86 119]
4191,"[139 117  73  20 117 117  90 101 117 101  48   2 101 117 139  20 117  20
 127 130  20  20  65  35  20 158  35  65 177  35 158  20]",[ 35  20  35 158 177  35  20  65]
4192,"[ 22  84  95  13  84   8  95 143 122  84  95  17  84 167  95  95  95  95
  95 143  84 122  13   8 143   6 122  95 143 122   6  95]",[  6 122  95  13   8   6 175  22]
4193,"[ 89  80  22  37  89  80  22  66   8  70 167  86  95  70 167  86  95  70
 167  73  88  25  93  29 129  25  93   3 105  29 129 140]",[ 11  80 127  66 155 119  90  70]
4194,"[165  37 119  70 129  73  88  29 167  73  88  29 167  48 122  29 167  48
 122   7   8  48 167   7   8  11  22   7   8  11  22 127]",[ 11  22 127 113  90  55 173 141]
4195,"[123 123 123 123 123 137  78  70  70  90  70  70  70  90 105  70  37  70
 105  70 127  37  70 140 105  70  37  70 140 165  70  37]",[140  93  70  37  70  93  70   7]
4196,"[ 18 148 148  18  18 148 148  18  18 148 148  18  18 148 148  18  18 148
 148  70  42  90 167  70  42  90 167  70  42  90 167  70]",[ 90 167  70  42  90 167  70  42]
4197,"[165   8  80   8 170 162   5 162 162  12  93 162 149  93 162  66  93 162
 149  93 144  12  93 116 105  93 116  70  93 116 105  93]",[ 12  93 149  93  66  93 149  93]
4198,"[ 93  93 174 122  12  93  93 107 122 125  88  88  49 122   6  95  95 122
  95  95 122  95  95  13   8   6  95 175  22  17  84   6]",[ 95 175  22   6  95  95  13   8]
4199,"[114  95 129  37 129  95  89  95 129 122 114  88 129  80 129  88 122  88
 129  95   1 129  37  86 141  37 129  95 129  37 129   6]",[ 37  86  29 141  86  37 129  37]
4200,"[179  26  25 128   3 155  79  97 111 100  81 179  81 119  81 179 175 179
  48 116  11 173  16 117 180  16  35  71  16 145 175 145]",[  4 175   4 175 145  71 145 145]
4201,"[ 80 105  84 165  55  93  12  37  89  80  22 105  84  37  89  80  22 105
  84  37  89  80  22 105  84  37  89  80  22 105  84  37]",[ 80  22 149 113  80 132  37 119]
4202,"[154 154 101 154 129 154 117  88 154 154 101  88 154 154 140  88  54  54
 173 129 139 165  59  59 158 169 106 106 117  78 137 137]",[ 53 117 154  59  59 158 131 123]
4203,"[148  11 155 108 119  29  52  11 155 119  29 145  11  90  70  25  11  90
 153  70  25 153  11  90  53  70  25  16  11  90  70  25]",[ 11 173  86  29  11 173 148  86]
4204,"[ 37 105  36  35 101 101  86  35 101  97 101  37  35  80  95  47  35 180
 180  86  35 180 117 180 119  35  37 105  36  35 101 101]",[ 35 101  97 101  37 177 119 129]
4205,"[ 63 127  77  26  77  26  59 154  59  59  59  59  59  59  59  66  66  66
  66  66  28 170 160 170   5  70  73 162  25 162  12  93]",[149  93 162  66  93 162 149  93]
4206,"[175 180 180 180  65  49 180 180 180 117 180  47  49 157 157  49  47  47
  49  35   2  27  20  20  20 101  27  20  20  20  97  20]",[ 35  35 157 157   2 180  49  11]
4207,"[ 62  53  26  62  26  53  62  26  62  53  26  62  26  53  40 135  40 153
 135  40 135 153  40  10 135 153  40  10 135 153  26  62]",[53 62 26 62 53 26 53 62]
4208,"[139  90 127  39  90 127 140 137 127 140   7 123 140   7  37 165  70  37
  70  89  48  70  70 149  29  70  29 167   7  29  70  37]",[ 70  48 165 140  48  48  73  11]
4209,"[ 84  95  95  17 167  84  95  95  95  95  95  95  95  95 143 122  84  95
  13   8 143 122   6  95  95 143 122   6  95  95 143 122]",[ 95  95  13   8   6  95 175  22]
4210,"[ 11  48  11  48  11  48 145  11  66  25   3 127  11   3  25 145   3  80
  86  48  11   3  48  73 145  48  80  70  25  84   3  48]",[ 86 144  48  11  48  22  11  48]
4211,"[ 97   8 158 122  79 102 173 155 122 158  22 155  80 158  22 117 113 155
 149 117 113  97  84  17  27  20  84  13  27  35  84  51]",[177  84 130  35  72 130 111  84]
4212,"[173 173 106 167 149 105 149  86  86  86 106  42 113  84 113  48 165  90
  70 155 119  90  70  11  80   7 149  48 165 123 167  80]",[165  55 165  55 175 138 144   1]
4213,"[  4  10   4  10   4  10   4  10   4  10   4 151   6 158 125 151  12 158
 141 151  55 158  84 151 113 158  22 151  89 158   8 151]",[158 167 151   4   4   4   4   4]
4214,"[ 20 101  69  65 117  28  54 139 117  28 139 117  54 139  90  61 139  79
 156  65 117  61  79 139 156  90 117  54  28 139 117  54]",[127  28 140   7  69 127  79 170]
4215,"[ 93  25  84  66   8 105  93  28  28  87  87 160 160  87  87  87  87  28
  28  28  28 127  25 113  12  66   8   7  93  25 113  66]",[ 7 93 73 55 66  8 48 88]
4216,"[ 79 173 144  86  16  25  29  62   3  11  80  11  32  80  22  11  32  80
  22 144  32  62  22  85  62  32 144  85  22  32  22  11]",[ 80  22  11  32 140  22  37  32]
4217,"[ 86 173  86  55 173   4 116  89  95  26 124 124  83 140  83  11  11 158
  79 173 116  11  29  25  75 155  11 140   3  25  86  80]",[ 29  62  86 140  11  81 116  38]
4218,"[ 35  20 158  90  65 158  65 127   2  65 117 140 101 117 101  90   2 101
 127  73 117 127 117 126  20 117  90  70 117  90 117  78]",[117  90  70  65 158  90  98 127]
4219,"[140  78  48 140  70 167   7  98  29 167   7  98  29 167   7 149  66   8
   7 149  93  12  76  76  93  12  66   8   7 149  66   8]",[149  93  12  76  76  93  12  93]
4220,"[ 37  48 140 167  55 167 165  29  66  29  90 167  55 167 149  48  37  48
 140 140 165  90  37 117  70 101  48 101  48 140 117  73]",[158   7  90 139  15 155  21  29]
4221,"[ 65  48 117 140  65  48 117 140  47 165 117  48 156 165 149 150  37  66
  78 119  70  46 119  70 156  55 113 150  89   8  78 122]",[ 46 122 167 122 167  88 129 165]
4222,"[ 81  79  70  81  81  79  70 115 115 173  86 115 115 173  86  81  81  90
  25  81  81  90  25 170 181 127  25 170 181 127  25   2]",[120 157   2 180   4  79  90   4]
4223,"[ 69  69 103 138  28  28  48 108  69 108 108 108 108 108 108 108 108 108
 113 108 108  22 108   8 108 108 108   8 108 108 108   8]",[108 108  22 108 108   8 108 122]
4224,"[122   6  95  95 143 122   6  95  95 143 122   6  95  95  13   8   6  95
 175  22  86  68   8  84  95  95 179 122  93  93  17   8]",[ 95  17   8 141  95  95  69  95]
4225,"[117  90  70  65 158  90  98 127   7  25  93  48 165  25  93  70 167  37
  89 165  55  93  12 165  55  93  12 165  55  93  12 165]",[ 86  95  48 165  86  95  80  22]
4226,"[ 54 107 107 162  54 162  54 107  60 176 113 176 165 113 165  54 107  15
 162  54 162  54 107  60 176 113 176 165 113 165  54 107]",[162  54 162  54 107  60 176 113]
4227,"[ 12  83 172 167  12 178 172 105  12 178 172 105  12 178 172 105  12 178
 172 105  12  99  12  37  93  99  12  37  93  83  12  70]",[ 83  12  70  93 178  93   3  25]
4228,"[158 167  10  42 158 167  10  42 158 167  10  42 158 167 151   6 158 125
 151  12 158 141 151  55 158  84 151 113 158  22 151  89]",[  8 151 122 158 167 151   4   4]
4229,"[122 102 122 124 102 122  22  10 122 102 179 140 132  10 155 122 132 141
 122 124 158 122  97  84 122  79  30 122  97  97 122  22]",[122  58 179 124  10 155 122 124]
4230,"[ 81  84  81  95  81  95  81  95  49  95  16  88 171  93  49  76  49  32
  49  22  49  22  49  22  49  22  22  49  49  22  81  22]",[ 6 81 22 81 22 81 22 49]
4231,"[114  72 114 172 137 114 141 132 132 129  29 114 114 172 132 114 141 129
  29  81  32  22  80  70  32 174 138  42 161   6 117  49]",[ 86 138  96  42   6 160 172  12]
4232,"[101 180  11 143  97 117 136  20  80 136 180 180 180  97 105  97  97  93
  79  79  79 165 117 117 115  48 115 173 173  79 173 173]",[ 90  97  97 180  97  97  49 117]
4233,"[  9  65  35   9  65 157 145  20  65  79 127   7  25   7 140   4  79  97
 101 127   9  79  65  20  90  31  79  97   2 139   9 117]",[130 162  25   7  90  79 162  65]
4234,"[ 66  80 105  80  66 119  93  66 119  70 105 119  70  86  70  86  73   8
  86  73  25 105  73  25  29  25  29  25 122   3  29  25]",[ 29   3  11 127 155 173 141 180]
4235,"[53 26 31 92 53 26 31 92 53 26 31 92 53 26 31 76 92 76 53 76 26 76 31 76
 92 76 53 76 26 76 31 76]",[76 53 76 26 76 31 76 92]
4236,"[ 70  73  29   3   7 140 155  90 139 158  97  33  34 109  34 138   1  34
  33  42 138  33   1  33 125  42  33 138   7  33 113  84]",[ 91   8  89 113 167   8  89  93]
4237,"[ 20  55  51  84  20 166   6 180 166  12 180  55 166  84 180  22  51  84
  20  51  84  20  51  84  20 166  95 180 166  93 180 165]",[105 180  80  51 105  20  51 105]
4238,"[140   3   7 149 155 119 139  73  90  70 155 119 140  37   7 149   3 105
  29 129  73  88  70 167 119 122  37  89 149 113  63  18]",[ 18 147 147  18 147  18 147  18]
4239,"[102  25 117 124  25 110 124 157  25  47 124  25  36  69  25 171  69 117
  25  97  69  25 179 119  97 179  66  97 179 119  97 179]",[180 179  66 180 119 179  86 180]
4240,"[139 169  90 127 140  78   7  48  29 178  73  70 178  66  76  73  70  66
 167  37 149  25  93  48 165  25  93  70 167  37  89 165]",[ 93  12 165  55  93  12 165  55]
4241,"[ 29   1  62  56  62  56  62  56  62  56  62  56 173  56  62  56 155  56
  10  56 140  56  53  56 140  64  53  74  53  74  53  74]",[ 74  53  74  11  74 153  74 153]
4242,"[ 98  42 167 167 167  98  42 167 167 167  82   1  89  89  89  88  76  34
 113 113 178 113  91  34 113 113 113  88  34 113  34 113]",[ 57  55  55 170  12 126 125 170]
4243,"[155  11  11 132 155  11  29  11 180 141 111 180 158 158 180 158 155 158
 101  89  35 101 158 158  56 101 158 173 158 111  64 157]",[ 97  97  58 111  97  79  97 111]
4244,"[108 152 108 152 108 136 148 120 157   2 180 148  79  90 148  79  11 148
  85  79 175 148 117 144 148  97 175  31 117  85  79  17]",[173 150  90  17 127  78   4 140]
4245,"[ 80 168  89  93 168 105  37 128   8 129 128 149  66 128  86 149 128  66
  86  52  96  46 160 115 170 170 167  32  70  22 174  12]",[ 22  88 141  73 122 124  22  73]
4246,"[125  95   6  88 125 122  64  88 125 107 107 107 107 107 107  95  88 119
 122  73  88   6 125 119  64  73 125 138 125 119  64  73]",[149  34  73 125 105 109  73 125]
4247,"[  3  11  56  56 155 144 140  11 140 155 144  18 116  10 153  10  38  38
  38  38  38  38 158 153 153 108  38 153 173 116  86 116]",[116  86 116  90  70   3 155 179]
4248,"[ 95  49 122 115   8  22 173 127   3 109 127  97 127   3  84 127 173 117
 127  48   8 127 155  79   3  25 122   3 127  79   3  25]",[  3 127 173   3  86 105   3 127]
4249,"[169 129 149  70  29 169   7  78 178 144  99  98 167 149 149  70  29  98
 169  90 153 136 139  48  78  78  90 166 176  78 178  15]",[  7 155 139 117 176  78  30  15]
4250,"[ 21  34 113 149   7  34  98  34   1 123  34 113 147 147 149  65  34 147
  34   1 123  34 113 135 147 149  65  34 123  34   1 142]",[113 147 135  65 149   7  34  34]
4251,"[145  62  52  11 148  25  25 136  25  18   3 144 155  18 179  18   3 108
  90 178  97 108  83 108  90  52 155  58 155  52  98 104]",[ 18   3   3 179   3 168  31 168]
4252,"[ 56  62  56 155  56  10  56 140  56  53  56 140  64  53  74  53  74  53
  74  53  74  53  74  11  74 153  74 153  74 153  74 153]",[153  74  11  42 107 150 140 150]
4253,"[114 141 139  97  11 141 173 158  11 155 139  11 109 155 173   3  84 140
 173  29  11 173  29  64   3 173  73 122   3 155  86  71]",[140 119 141  29  11  86 129  29]
4254,"[ 60   7  69  69 162  69 162  55  55  55  59  55 100  55  24   8  28   8
  28   8  28   8  89 170 113  84 113  12 125  12   5  42]",[ 42 125   5  12  55  85 113   8]
4255,"[ 80 105 165  80 105 165  80 105 165  80 105 165  80 105  46 148  68  46
 148  68  48 122 105  11  93 105   3 119 105  93 105 122]",[ 11  93 105 127 119 105 155  93]
4256,"[ 40  40  40  40  40  40  40  40  40  40  40  40  40  62  49 161  13  84
   8  95  13  84   8  95 175  84  22  95  13  84   8  95]",[ 84 122  95  17 167  84  95  95]
4257,"[ 71  41   4  91 126  91 126  91 126  54  54  54  85  91 150  61 150  61
 150  61 162  54  85  91 150  91 126  91 126  91 126  66]",[66  8 76 69 76 69 76 69]
4258,"[140 125 113 129 140 125  55  88 127  42 113 129  42 113 129  42 113 129
 127 139  42 113 127 129 127  42  89 140 165 140  42   8]",[129 140  55  89 165  55  89 129]
4259,"[  2  22 180  12  79  42  90  32  11 172  90  32  79  42 180  12   2  22
 157 167 120  93  81  81 170 170  81  81 170 170  11  22]",[ 80  44  44 180  80  81  81 180]
4260,"[ 74  40  74  29   1  62  56  62  56  62  56  62  56  62  56 173  56  62
  56 155  56  10  56 140  56  53  56 140  64  53  74  53]",[53 74 53 74 53 74 11 74]
4261,"[ 37  90 165  11  37 140 165  11  37 140 165  29  37  48  55 180  37 101
 165 158  37 117 165 158  37 117 165 155  37  90 165 155]",[ 90 165  11  37 140 165  11  37]
4262,"[ 51  86 180  51  97  86 117  51  79  86 173 166  86 173 166  86 173 166
  86 139 166  73 130 166  73 130 166  73 157 102  25  79]",[ 25  79 102  25 117 124  25 110]
4263,"[116  41  56  26 100 178  16 148  38  22  81  22 140  37  92  92  83  83
  83  83  53  53  41  41 116  41  56  26 100 178  16 148]",[ 22  81  22 116  41  56  26 100]
4264,"[178 137  48  10  48 137 137   4   7 137 150 137 137 137 137  55 113 141
  55  61  61  61  61  93 167  89  55  28  28  28  28  55]",[141  55  95   8 113  55 137 137]
4265,"[139 105  97  88 139 105 140 125   3 105 140  88   3 105 139  88 127 105
 139  88 127 105 155 125   7 149 155  88   7 149  65  88]",[149  65  88 158 149 173 125 158]
4266,"[  9 145  18  52 135 129  52  53  71 145  31  56  68  52  18  73 153  71
   3 145  29  31  26 140 140 140 140 140 140 178 178 178]",[178 178 178  48 178  48 178  48]
4267,"[136  32  70  42 106  34 106  34  70  42 106  34  70  42 106  34  70  42
 106  34  70  42 137  57  70  48 140  90 117  90  48 165]",[ 37  90  70 117  48 101 140  90]
4268,"[ 22  66  55  80 138  66  55  70  22  66  55  80 138  66  55  73  22  66
  55 104  12   7   7   7   7   7  11   7   3  48  52  42]",[ 52  52  52  42 113  52  52  52]
4269,"[155 173  79  25  48   7  11  48 127   7 155  11 127 155 173  79  25  48
   7  11  48 127   7 155  11 127 155 173 155  11 173 127]",[155 158 173  97  79 180 158  97]
4270,"[ 11  12  86  25  69   7  11 153  86  25 162 127  79  12   7 127  86  93
 158  79   7 127  66 173 173  22  25   3  80  90 127  70]",[ 93  11  11 165  86  48  80 127]
4271,"[127  42 151 169  90  64  21 176 155 176  10 176  10 176  10 176  90  64
  85  58 155  58 179  58 179  58 179  58  29 141 176  10]",[ 10 176  10 176  10 176  10 176]
4272,"[ 43 136  85  85 181  17  85  81  81  81 136  96  96  96 175   6 175 175
 115  12  93  93  12  93  93  12  93  93  85  93 156 162]",[ 81 174  93  93  93  93  93  93]
4273,"[ 28  88   8  28  66   8  80   8 170 162   5 162 162  12  93 162 149  93
 162  66  93 162 149  93 144  12  93 116 105  93 116  70]",[116 105  93 170  12  93 149  93]
4274,"[ 93  11  25 124 155  25  11  93   7  25   7  17   7  25   7  93  11  25
  44 155  73  11  95   3  86   3  66   3  86  11  93   3]",[ 3 80  3 70 11 17  3 48]
4275,"[ 48 122  89 113 149 165  37 119  70 129  73  88  29 167  48 122  89 113
 149 165  37 119  70 129  73  88  29 167  73  88  29 167]",[122  29 167  48 122   7   8  48]
4276,"[  8 138  89   1 113  34  95   6 167  42   8 138 178   8 167 178  88 129
 165 178  76  37  66 167  70   8  73  89  29 113  48  55]",[140 127  90 139  79 158 117  65]
4277,"[ 73  48 155  80  48  73  48 176 149  48  73  48 176 149  48  73  48 169
 149  25  70  25 147 149  73 119  73   5 149  25  70  25]",[48 73 48 80 48 73 48 59]
4278,"[ 27  35  84  51  27 177  84 130  35  72 130 111  84 180  72 117  84 139
  72  97  84  17  27  65 141  17 129  20  12 118  93 180]",[ 85  80   2  84  41 105 157  12]
4279,"[ 59  55 141  55 125   6 125  28 138  28 138  42  28 125  12  33  55 113
   5  12 125  12  42  64  42 100   1 100   1 138 100  42]",[  6   1  19 125  19 125  19 125]
4280,"[138 149  29  34  70 113 149   7  21  34  34 135   1 135  34 113 149   7
 135  34  34   1  78  34 113 149   7 166  73  34  21  34]",[  1  21  34 113 149   7  34  98]
4281,"[155 127  51  86  48 143  11   3  51  66  86 127   3  66  86  17  25  86
   6  95  80 124 119  66  51  95 165 143  80 105  13   8]",[165 105 127  84 140  27 127 140]
4282,"[  4 137  90  28  40 163 137  90 140  90 117 137 117 158 178 117  91 140
  97   7  65 137 101 133  20  59 111 149  21   2  37  66]",[106   2  40  20 106  65 117 165]
4283,"[ 97 158  79 173  30  41  18 171 159   0  92 105 129 129 141  80  22 119
 122  37  89  80  22 105  84 129 141  93  12  95   6 122]",[ 89   1  22  32  84 109 141 114]
4284,"[ 80  22  92  92 149 113  92  92  80  22  93  80 136  70 167  25  93  83
 100  51   6   8  86  95   3 105  27  51 135   8 107  17]",[143  46 178 144  55 143 165 175]
4285,"[ 40  40  19  40  19  40  19  40  40  19  40  19  40  53  71 145 145  71
  19  19  53  71 145 145  71  19  19  99  52 108 108  51]",[102 102  99  52 108 108  51 108]
4286,"[ 23  69  76  69  76  69  76  69  76  69  76 126  91  23 126  23 126  76
  69 126  91 126  91  76  69  76  69  76  69 162  69 174]",[ 69  76  69  76  69  76 174 126]
